Well,Depth_m,DT,GR,NPHI,RHOB,LogRT,RT_ohm_m,Facies,Porosity,Permeability
Well_1,120.0,67.15624875930706,83.80106720026251,0.13689108958705054,2.504291983013437,1.6165722969726926,41.35921592756025,0,0.07949797353668606,0.039817813381912356
Well_1,120.66852367688023,68.1932080907582,94.05650098757438,0.13153145070347036,2.5067993351654723,1.793161100991314,62.10993875386716,0,0.07389580150669965,0.030414853944617883
Well_1,121.33704735376044,72.16972583474912,105.69328475649549,0.13797380631406364,2.4840499811140426,1.5626258285139272,36.52799447975021,0,0.0748500660630748,0.014190455404737835
Well_1,122.00557103064067,72.03151793347337,86.64958052470261,0.13217014560714163,2.5016443207761947,1.5015636934987833,31.736840812641713,0,0.0966283447240863,0.04828530403393668
Well_1,122.6740947075209,67.14744683002279,103.2513083413754,0.1525449438014678,2.4975769958233,1.6722239153030487,47.01364409735646,0,0.09072876233439707,0.0630752166924921
Well_1,123.34261838440112,69.2665423378424,96.63090756529083,0.127680381009894,2.5274504999186584,1.7558645457829756,56.99864687038046,0,0.08892797359895427,0.037610784580874836
Well_1,124.01114206128133,75.08723471878967,97.52787467746468,0.1470230722808434,2.462175190878125,1.610919659630163,40.8243858095978,0,0.1014334448978295,0.06146092791651862
Well_1,124.67966573816156,72.9979250958916,99.84218247094613,0.16166867651577937,2.4752897768700812,1.400735865756388,25.16146163416821,0,0.1112640812584403,0.07171716041819229
Well_1,125.34818941504179,64.75555514639804,99.86606926955061,0.13317838748261848,2.5076585066637267,1.6557762494377217,45.266430503496146,0,0.08147865181572835,0.06248518021169968
Well_1,126.016713091922,74.12463334056586,94.40329339969786,0.13985011210928902,2.503972727941292,1.532437100973243,34.075097014028046,0,0.09133917164208664,0.05135217164395589
Well_1,126.68523676880223,72.02133568185283,93.24579790615525,0.13301024826709024,2.4654076890874124,1.4952390582679167,31.278005974603285,0,0.08870712383313599,0.07124576783537702
Well_1,127.35376044568245,73.1127790834927,89.1639385398368,0.1465070613395028,2.475227100789383,1.3925455105401687,24.69138837078239,0,0.11946805398743647,0.2502691073094063
Well_1,128.02228412256267,70.5990887710267,86.56161058360325,0.15461623743989958,2.4859993501230706,1.5150414762437714,32.73719582527842,0,0.1061252663196964,0.08949804960488258
Well_1,128.6908077994429,75.4518426498908,95.23615824109488,0.15837807882114888,2.4603691428127163,1.35440684999434,22.61553416618989,0,0.10930662034753301,0.06832178185707953
Well_1,129.35933147632312,68.43214358465892,90.74745188180748,0.14512714185777184,2.504975385093931,1.4803529151353483,30.22406782278586,0,0.09399729280329933,0.03896835872898345
Well_1,130.02785515320335,71.6559117332929,86.66903547232941,0.13129479197885716,2.491526347556932,1.689756835227342,48.950466525227945,0,0.08026380630027188,0.03841601872935703
Well_1,130.69637883008357,72.42513950720308,95.99368828754136,0.13241397051149967,2.472203132891716,1.576426369121549,37.70738099839989,0,0.0916383215539785,0.06263927188057415
Well_1,131.3649025069638,71.19235256518716,97.48528605811251,0.14976235800017634,2.4809131887891547,1.7358240066245605,54.42820434412105,0,0.09415836965574924,0.04939340503698698
Well_1,132.033426183844,70.82922436344109,91.45910217167769,0.13700381262692846,2.4636163572434544,1.5173410876326825,32.91100069033582,0,0.09424053427283122,0.04263698411945176
Well_1,132.70194986072423,68.12245463493339,87.13527912595994,0.13078019343082636,2.5192690069345307,1.731782844989386,53.92409249842727,0,0.08494944313722393,0.06269494311187855
