Well,Depth_m,Facies,Porosity,Permeability
Well_3,120.0,0,0.08902981876923258,0.0409419984394169
Well_3,120.66852367688023,0,0.10079610394689406,0.06642855845538041
Well_3,121.33704735376044,0,0.10609647243909635,0.05500334945881063
Well_3,122.00557103064067,0,0.11318663284798568,0.0666576710865552
Well_3,122.6740947075209,0,0.12328772363402829,0.09239710025965057
Well_3,123.34261838440112,0,0.11587700642557316,0.06092733245418599
Well_3,124.01114206128133,0,0.12368155131810321,0.11719513607453198
Well_3,124.67966573816156,0,0.09601239875071849,0.085292607057355
Well_3,125.34818941504179,0,0.10738844746205084,0.08058141426723195
Well_3,126.016713091922,0,0.13427890553749286,0.2135219314544789
Well_3,126.68523676880223,0,0.1186195377698878,0.08301802363553702
Well_3,127.35376044568245,0,0.1017642170291844,0.05920297804015313
Well_3,128.02228412256267,0,0.10941460567592373,0.08578722809457241
Well_3,128.6908077994429,0,0.07086430589718976,0.05904947287658137
Well_3,129.35933147632312,0,0.1077745415169558,0.06350624887003913
Well_3,130.02785515320335,0,0.08699864618235383,0.05039300534825301
Well_3,130.69637883008357,0,0.0902182850033592,0.056965452543144085
Well_3,131.3649025069638,0,0.07660453369834158,0.030857464698925908
Well_3,132.033426183844,0,0.0748206573404892,0.02775988898099982
Well_3,132.70194986072423,0,0.08958158039294888,0.04708713723695305
Well_3,133.37047353760445,0,0.07890170081436235,0.020952038877885226
Well_3,134.03899721448468,0,0.06689274770047093,0.03046380672332651
Well_3,134.7075208913649,0,0.052964782456148225,0.01888925072430171
Well_3,135.37604456824513,0,0.07373598588752091,0.0365983824396314
Well_3,136.04456824512533,0,0.08005133289324766,0.026613633207208123
Well_3,136.71309192200556,0,0.07129910568872834,0.023315387016411615
Well_3,137.3816155988858,0,0.0687066294558424,0.03220854844854848
Well_3,138.050139275766,0,0.05544173974018514,0.010345095871920035
Well_3,138.71866295264624,0,0.06720857262285374,0.020508692777104643
Well_3,139.38718662952647,0,0.056247288468902486,0.018205309965875122
Well_3,140.0557103064067,0,0.057616620071677914,0.038180810589983315
Well_3,140.72423398328692,0,0.08153957211634674,0.030779637402505913
Well_3,141.39275766016712,0,0.09038783611594622,0.04225177468973602
Well_3,142.06128133704735,0,0.07823518903657292,0.028793596614705753
Well_3,142.72980501392757,0,0.08973374531345994,0.027939720862471592
Well_3,143.3983286908078,0,0.07429597176799982,0.034654642638160114
Well_3,144.06685236768803,0,0.0854425739983817,0.027517045273781536
Well_3,144.73537604456826,0,0.09546972041241977,0.048016120999098265
Well_3,145.40389972144845,0,0.09475204405393298,0.06354713899459451
Well_3,146.07242339832868,0,0.1097455896197378,0.08555241787070006
Well_3,146.7409470752089,0,0.09509759667224518,0.04383098708494325
Well_3,147.40947075208913,0,0.09822239888483306,0.049243593894592236
Well_3,148.07799442896936,0,0.09857986882619585,0.10520246693500321
Well_3,148.7465181058496,0,0.1171951773167478,0.08467786667586133
Well_3,149.41504178272982,0,0.12038801282839834,0.0931207615227785
Well_3,150.08356545961004,0,0.10789391785234108,0.0883892585698967
Well_3,150.75208913649024,0,0.10439934554741548,0.06457576951651413
Well_3,151.42061281337047,0,0.11025621359865656,0.10826058010486776
Well_3,152.0891364902507,0,0.10219604666664542,0.051334737937051116
Well_3,152.75766016713092,0,0.11512839142742236,0.03957587591389617
Well_3,153.42618384401115,0,0.1052734424923146,0.06979918211892187
Well_3,154.09470752089138,0,0.10320942086978772,0.1695874832782378
Well_3,154.76323119777157,0,0.09621684448333527,0.053249486685482496
Well_3,155.4317548746518,0,0.10668814327655281,0.09683928261487167
Well_3,156.10027855153203,0,0.09077941870418763,0.0969355358004373
Well_3,156.76880222841226,0,0.10190162720543389,0.04884707461177355
Well_3,157.43732590529248,0,0.07857842916370684,0.037725793303775935
Well_3,158.1058495821727,1,0.1628358280479976,0.5699889105209583
Well_3,158.77437325905294,0,0.08257808090457561,0.02640949119518519
Well_3,159.44289693593316,1,0.16496089272396103,0.6399999443027643
Well_3,160.11142061281336,1,0.15628288029686607,0.6506498925378541
Well_3,160.7799442896936,1,0.14383851000708248,0.5382944713029614
Well_3,161.44846796657382,1,0.1313822371081017,0.21789111216133822
Well_3,162.11699164345404,1,0.14639893297759232,0.613261186759826
Well_3,162.78551532033427,1,0.1555468538133449,0.3789016000137154
Well_3,163.45403899721447,1,0.1253768687973767,0.1640065930428847
Well_3,164.1225626740947,1,0.13172147146820934,0.23955189366058124
Well_3,164.79108635097492,1,0.12984311457683245,0.31178686252676086
