Well,Depth_m,DT,GR,NPHI,RHOB,LogRT,RT_ohm_m
Well_3,120.0,63.671779376233616,94.66732532447585,0.1354693121615995,2.4758950257844976,1.5843609155270137,38.40262536031704
Well_3,120.66852367688023,71.04463355602873,80.98316780035944,0.14137689657476255,2.487026658777922,1.5351212845762086,34.2863524007851
Well_3,121.33704735376044,73.28356637346839,89.3691181693058,0.16977300309908616,2.478908960313003,1.4979852092923367,31.476411134937543
Well_3,122.00557103064067,74.2200556280633,97.10343462102864,0.1527532429669596,2.461885809237429,1.4026203355470375,25.27087825795928
Well_3,122.6740947075209,69.80887541952298,101.18012467452911,0.17813540737938596,2.445179011061449,1.2548475941375703,17.982397526678326
Well_3,123.34261838440112,74.86229235573904,81.980631818099,0.1499885461411765,2.4519835969116066,1.371870358345024,23.543463808327438
Well_3,124.01114206128133,76.82098752796686,75.47624720407086,0.15890579066215393,2.4454037353202143,1.3900052580191702,24.547386351155232
Well_3,124.67966573816156,73.51273131037183,90.56737059229766,0.15048656210843397,2.4721681456777107,1.4465833161777404,27.96297125006962
Well_3,125.34818941504179,71.77687414488136,90.79531095800164,0.1593205420344187,2.474604382817573,1.4794476478672847,30.161132731480183
Well_3,126.016713091922,76.72285070075078,76.82317622718338,0.1681678919345251,2.451239409324318,1.4421355619531713,27.678054615009334
Well_3,126.68523676880223,69.843053076972,84.77265154308245,0.14898740387290474,2.464032530870034,1.5461076252369432,35.16475737200841
Well_3,127.35376044568245,69.50610117394415,95.99507562908724,0.13755559346543347,2.4833346538452297,1.2262731929888733,16.837328803533353
Well_3,128.02228412256267,73.77998124185561,100.5637030557119,0.15352452750882026,2.440234033140171,1.4458616515794394,27.91654392912007
Well_3,128.6908077994429,66.46397561572844,97.04111954250726,0.12141996722805394,2.54054173656778,1.5989601714578165,39.71551252557573
Well_3,129.35933147632312,72.52387464735239,86.5394354519797,0.13265041066202762,2.4297340205731346,1.6493183215498706,44.598301743573145
Well_3,130.02785515320335,70.32036737241728,100.50438817424052,0.14133086644669401,2.4700254816657625,1.4258964898935136,26.66223118960002
Well_3,130.69637883008357,69.3718911083781,90.17864709636893,0.1442792217232677,2.504471394262919,1.7720299319967125,59.16024065818019
Well_3,131.3649025069638,66.43998675094004,80.54586300350087,0.11576370444014145,2.529679931704796,1.6780109572448758,47.64430073054724
Well_3,132.033426183844,67.7070930857343,97.62307189624303,0.12730428243521485,2.5170533249206577,1.6423806161823322,43.89151950440829
Well_3,132.70194986072423,69.81071412257546,100.25780731154637,0.13720452679729928,2.501917131637541,1.5589349799026042,36.21887695167443
Well_3,133.37047353760445,67.0918989935707,90.08957883208774,0.12263911949287931,2.4971455076626734,1.6771945000092243,47.55481538416789
Well_3,134.03899721448468,70.13196203689296,83.14134589046355,0.10738077123064547,2.4986835050633385,1.7744781667565446,59.49468463032916
Well_3,134.7075208913649,64.93824375723024,101.79702214687964,0.11115798417885266,2.527776582372359,1.9324953535949563,85.60425530918381
Well_3,135.37604456824513,68.04738187920738,81.31415137009247,0.11983202124208729,2.5236837137525816,2.0337975315870693,108.09299034822627
Well_3,136.04456824512533,70.01254110520378,87.95307687588112,0.13276994869898798,2.510366004458807,1.7569382826289641,57.13974298996548
Well_3,136.71309192200556,64.6093911774709,83.00136243825577,0.09182901449582884,2.529959398304033,1.7218004182473967,52.69876265120289
Well_3,137.3816155988858,73.7352001424141,92.64624457082945,0.11539649805877857,2.5129604224264552,1.8069791389855647,64.11787772968083
Well_3,138.050139275766,65.73196332237487,82.75831035600044,0.09351905925061198,2.547858645724275,2.0650567167301466,116.16003032398748
Well_3,138.71866295264624,64.45512766523959,91.5527545703874,0.10695194261123399,2.5339944975004807,1.884329368457545,76.61774547654693
Well_3,139.38718662952647,63.90982366377096,90.05597538239664,0.10097300645500538,2.5670574043198,1.8735325799371358,74.73646979512435
Well_3,140.0557103064067,59.98765222244219,84.07383439230892,0.09270550982248944,2.534555888815588,1.8354371699757486,68.46004337704319
Well_3,140.72423398328692,64.48098563295062,76.9846530116389,0.10919741032265148,2.534506216905963,1.825538411506608,66.91730029450824
Well_3,141.39275766016712,72.43872036672059,108.49798174173742,0.15080055388907265,2.4846353267814916,1.3758431205710027,23.759818598575244
Well_3,142.06128133704735,69.79104556228017,94.4904414945907,0.11313801216516921,2.5404499557516695,1.6611953945319193,45.83480568686299
Well_3,142.72980501392757,72.16233815652635,91.18502983799289,0.13336253005379226,2.5209901956508243,1.661465076784378,45.86327639689766
Well_3,143.3983286908078,67.29736229727258,96.71093259321464,0.14086357786342224,2.5060280539264577,1.7260476544449792,53.21666498659873
Well_3,144.06685236768803,72.92212908731388,95.53277037566676,0.13719064585344898,2.5112639356523396,1.6794679493903901,47.804408554948836
Well_3,144.73537604456826,70.51776056896657,77.5894935919683,0.11948018073510229,2.4765409151264017,1.70283976592382,50.447513581263664
Well_3,145.40389972144845,67.40783696791092,72.9903388151113,0.1382064499301535,2.5099805421137673,1.7801104200355982,60.2712807247323
Well_3,146.07242339832868,71.4398395724362,68.82202139877216,0.14714678554990107,2.4812755838882077,1.6484856480478145,44.512875268914996
Well_3,146.7409470752089,68.2043519649947,80.23580462823975,0.14679250010238834,2.491784343636676,1.5319650110888006,34.03807658385175
Well_3,147.40947075208913,69.14853572181119,92.25711854799704,0.15367661707846494,2.490732764541992,1.575724846453439,37.64652084361875
Well_3,148.07799442896936,71.00962337797995,99.71553517870464,0.15504521894150064,2.4553626338640613,1.4956025796917216,31.304197846083856
Well_3,148.7465181058496,69.7080742744531,86.43957067802853,0.16497722056789266,2.450826488883376,1.472875960944684,29.708174139699672
Well_3,149.41504178272982,80.83839765628069,99.875000587904,0.168827294472307,2.4341002398568916,1.3903722649221282,24.5681392465006
Well_3,150.08356545961004,77.39070340858974,85.22515810479635,0.14583822338676133,2.472578861867519,1.515937267078117,32.80479038627791
Well_3,150.75208913649024,73.88837573684064,93.81161971794691,0.14653083149797308,2.4894167314813305,1.4450658708990243,27.86543781010063
Well_3,151.42061281337047,75.71469399908203,99.29119980376393,0.15122312347288416,2.4166102141438155,1.3358741143974184,21.67075860152923
Well_3,152.0891364902507,74.20376871691636,92.43473661343756,0.14151118598838786,2.4753923406101945,1.7170901282801452,52.130288484312715
Well_3,152.75766016713092,72.17247945517218,93.57973153523801,0.1624973365001782,2.4604974664505126,1.2215020895965405,16.653368404903976
Well_3,153.42618384401115,72.19102864110391,89.13898615949873,0.14678720142717397,2.4561183806504485,1.4749584866278889,29.850972655882874
Well_3,154.09470752089138,73.66160237926364,86.96059598179463,0.14647419786596805,2.4878838922447115,1.6700730934031915,46.78138695047318
Well_3,154.76323119777157,68.06916502506006,84.5674660574017,0.13531903976623996,2.4782568693951768,1.4927457903311558,31.098954599185966
Well_3,155.4317548746518,75.92710975112655,91.43414663307576,0.15988171048979072,2.449873318008438,1.4324396876212293,27.06697286900187
Well_3,156.10027855153203,69.05415963570081,92.18171170424185,0.1495674085591714,2.483038570466373,1.6194359732212007,41.63283384182931
Well_3,156.76880222841226,74.11686425022721,94.67596396502577,0.12442552086138733,2.4698142122621825,1.4957336824569138,31.31364923584652
Well_3,157.43732590529248,64.57666418764029,91.18647170466201,0.12697085886400106,2.516277613885361,1.5926982797783287,39.14698142501206
Well_3,158.1058495821727,78.32560967962803,31.669790123810557,0.18182348786271274,2.418018666437689,1.6807766356334592,47.94867777458029
Well_3,158.77437325905294,69.6387011316553,77.03930125005948,0.12955309196641368,2.5108773464012435,1.6307075668399609,42.72750826340368
Well_3,159.44289693593316,76.30516563663927,46.44853638456498,0.1769034853644568,2.405471662416767,1.8688595899977414,73.93661949014758
Well_3,160.11142061281336,75.29855436050947,45.16861339973298,0.18319848454943982,2.404135422001919,1.540437208835792,34.708608985920215
Well_3,160.7799442896936,74.47444203519808,53.146919295312365,0.17244395169515475,2.419574483116201,1.6695548509201725,46.72559613644778
Well_3,161.44846796657382,78.6112744096043,52.114597267394664,0.17510331556174202,2.4541728680913177,1.4879330486475497,30.7562263655804
Well_3,162.11699164345404,77.76895373203614,53.064887254435874,0.19476447722163748,2.4262842940148905,1.8191414106264965,65.93885638039404
Well_3,162.78551532033427,73.29453362776441,43.77361756825575,0.16827018017589662,2.4279227272691988,1.61782397465971,41.47858903113017
Well_3,163.45403899721447,72.66103732491666,42.73048560871274,0.15611267510545243,2.455285407385883,1.8575231977595688,72.0316225768987
Well_3,164.1225626740947,77.67440736765067,57.92209793098991,0.15485593471152861,2.436283218588014,1.7100071423087473,51.28698184629559
Well_3,164.79108635097492,70.01630292315333,39.9659500848018,0.1605852787871144,2.4654925092477162,1.7205848055406472,52.55146233692072
Well_3,165.45961002785515,68.55668814512018,57.04606565386595,0.15961371459960558,2.4563768623632893,1.6861585597206044,48.546571000595264
Well_3,166.12813370473538,66.72863937091773,40.044109008362796,0.14514621734097122,2.4929518449700376,1.8132170167793042,65.04546410720376
Well_3,166.7966573816156,75.12200724713962,53.94567533251255,0.15604934960387085,2.436283368190986,1.7149750293436847,51.877021030901645
Well_3,167.46518105849583,73.33353121665196,44.46560760995321,0.16424114310047952,2.436374625077208,1.4938347990258285,31.177034174836297
Well_3,168.13370473537606,79.46788158975531,45.36473821362064,0.19243962577586127,2.3909355258862743,1.6871796717446872,48.66084785954416
Well_3,168.80222841225628,78.52926359036938,46.70687616958416,0.16458200298780917,2.416488604944124,1.5938344410969636,39.249528239106596
Well_3,169.47075208913648,74.51776227780937,48.23533236681012,0.16105795181060414,2.438855767904597,1.7168728561002964,52.10421486580077
Well_3,170.1392757660167,79.10808432440028,48.12643167436968,0.17741404531935367,2.4146095152828058,1.5687791155652717,37.04922395730412
Well_3,170.80779944289694,81.59447256432108,48.051290773398755,0.20294776986842425,2.3736092843319287,1.5654124816794075,36.763130144858515
Well_3,171.47632311977716,70.46638300063167,89.00386440150686,0.12375900916741617,2.5105145843909855,1.8032285135164778,63.56653130455571
Well_3,172.1448467966574,78.12355617286028,51.84614600985118,0.18507955391352937,2.410975986420786,1.6486009022893766,44.52468978348752
Well_3,172.8133704735376,74.935381172408,58.88899463114992,0.19292029981374928,2.421624972573205,1.4520955610838768,28.32015076840775
Well_3,173.48189415041782,82.59060100397888,57.931680860828806,0.2077662836871001,2.3660174727353254,1.3871341192146045,24.385637815694327
Well_3,174.15041782729804,81.29342151914724,53.86589181744983,0.1929275397792324,2.399881503063577,1.6711497357919032,46.89750472107536
Well_3,174.81894150417827,78.61812021932984,44.97657523089057,0.20431111734964735,2.4110950592899365,1.4006844922017205,25.158485411057974
Well_3,175.4874651810585,79.44464929601716,43.553664657795494,0.21186407738736918,2.3712837512218505,1.4736318197415446,29.75992413393096
