Well,Depth_m,Facies,Porosity,Permeability
Well_5,120.0,0,0.12156503525918924,0.16100497967448416
Well_5,120.66852367688023,0,0.12075435749381622,0.08978877713172345
Well_5,121.33704735376044,0,0.1140787364551346,0.06438192969342625
Well_5,122.00557103064067,0,0.1382630651785627,0.06382031100542371
Well_5,122.6740947075209,0,0.12447494764893183,0.15067340309519356
Well_5,123.34261838440112,0,0.10885127332131876,0.059927414808284445
Well_5,124.01114206128133,0,0.1275400942575319,0.11488290756240814
Well_5,124.67966573816156,0,0.10688962599207476,0.09831379064705796
Well_5,125.34818941504179,0,0.11958074582744561,0.07872529098197846
Well_5,126.016713091922,0,0.07966492669247124,0.03953345145434775
Well_5,126.68523676880223,0,0.10655217731912212,0.07593453455017374
Well_5,127.35376044568245,0,0.10927017730041068,0.09043674479699099
Well_5,128.02228412256267,0,0.08529932266401256,0.0677346117143756
Well_5,128.6908077994429,0,0.08844190163214058,0.045337926940544684
Well_5,129.35933147632312,0,0.09262276605673533,0.04402974649153514
Well_5,130.02785515320335,0,0.0826390016204502,0.02718324328720054
Well_5,130.69637883008357,0,0.0892383512070042,0.060915675436505716
Well_5,131.3649025069638,0,0.08740255911236472,0.0798813393336394
Well_5,132.033426183844,0,0.06814690946294508,0.02482406532340293
Well_5,132.70194986072423,0,0.09341683574952894,0.06419968620888922
Well_5,133.37047353760445,0,0.06727690923110505,0.033648284355389545
Well_5,134.03899721448468,0,0.07118754232803624,0.03757487090341601
Well_5,134.7075208913649,0,0.08079770701580966,0.025557813196243832
Well_5,135.37604456824513,0,0.07904493517571146,0.057042516487099716
Well_5,136.04456824512533,0,0.08797200119161452,0.06772624700626345
Well_5,136.71309192200556,0,0.08346495787079984,0.020331046154256047
Well_5,137.3816155988858,0,0.07190772317624392,0.04656263990478958
Well_5,138.050139275766,0,0.06876799200654639,0.030793879477001473
Well_5,138.71866295264624,0,0.0999915653423111,0.09089243535210596
Well_5,139.38718662952647,0,0.08377213346638346,0.04729634093485491
Well_5,140.0557103064067,0,0.102663807478947,0.08127626804320127
Well_5,140.72423398328692,0,0.11111681004181799,0.0828896982135757
Well_5,141.39275766016712,0,0.09186362031813441,0.037713968447545695
Well_5,142.06128133704735,0,0.1260132346828105,0.15069496585269274
Well_5,142.72980501392757,0,0.10610137907291955,0.06131227478797873
Well_5,143.3983286908078,0,0.10783644399018816,0.10105821723648675
Well_5,144.06685236768803,0,0.12614795500344095,0.08661356587592924
Well_5,144.73537604456826,0,0.10191083007074112,0.07001509885034338
Well_5,145.40389972144845,0,0.11168622343156959,0.07747183866666035
Well_5,146.07242339832868,0,0.11457447846222851,0.13406737667607113
Well_5,146.7409470752089,0,0.11305634626041887,0.06395485045556228
Well_5,147.40947075208913,0,0.12174932283282272,0.1473444876450464
Well_5,148.07799442896936,0,0.11479448158516564,0.07297915623466916
Well_5,148.7465181058496,0,0.12414023535751496,0.10715835684996956
Well_5,149.41504178272982,0,0.12182521897187369,0.056616363505857026
Well_5,150.08356545961004,0,0.1270000988136243,0.11797648465070854
Well_5,150.75208913649024,0,0.11057365805666454,0.06465810817965144
Well_5,151.42061281337047,1,0.20862896914837695,1.639101432425953
Well_5,152.0891364902507,0,0.1252020496191748,0.1710863547911045
Well_5,152.75766016713092,0,0.11340956427204078,0.09178261050862803
Well_5,153.42618384401115,0,0.10645890329964158,0.0662000166224406
Well_5,154.09470752089138,0,0.10265491952447539,0.04583378909646272
Well_5,154.76323119777157,0,0.08932765826491379,0.0667752394621272
Well_5,155.4317548746518,0,0.0979865182340449,0.07259883719646931
Well_5,156.10027855153203,1,0.18359725148412023,1.0718313846929757
Well_5,156.76880222841226,1,0.17240559839178396,0.4780932917585099
Well_5,157.43732590529248,1,0.18108307046401864,0.7065144095815482
Well_5,158.1058495821727,1,0.1639966493550305,0.7914383642458694
Well_5,158.77437325905294,1,0.15972862255879136,0.7509722098525662
Well_5,159.44289693593316,1,0.15490923617214258,0.5441388693184613
Well_5,160.11142061281336,1,0.1702264405603474,0.3514494218828925
Well_5,160.7799442896936,1,0.16237451956791682,0.6046927173179525
Well_5,161.44846796657382,1,0.16274496397681962,0.5082310162470955
Well_5,162.11699164345404,1,0.14021969775712914,0.2813773887783997
Well_5,162.78551532033427,1,0.15880802361198082,0.4181416191911478
Well_5,163.45403899721447,1,0.16422644774229678,0.8636636123469554
Well_5,164.1225626740947,1,0.15118918006558052,0.4119556982632063
Well_5,164.79108635097492,1,0.1691441303616043,0.9106510637865929
Well_5,165.45961002785515,1,0.1714588599134153,0.9963140441376978
Well_5,166.12813370473538,1,0.1605873262653457,0.5767051912160993
Well_5,166.7966573816156,1,0.16373046493393117,0.6383591010734485
Well_5,167.46518105849583,1,0.19282201575353888,1.5366843615608852
Well_5,168.13370473537606,1,0.17164235170863348,1.142075487634433
Well_5,168.80222841225628,1,0.1846478346107795,0.8167747261972564
Well_5,169.47075208913648,1,0.1771890948457539,0.7968270635203537
Well_5,170.1392757660167,1,0.19644036182598906,1.537580585000573
Well_5,170.80779944289694,1,0.1809518338001341,1.3390884594474117
Well_5,171.47632311977716,1,0.18845546272435967,1.2956476174240068
Well_5,172.1448467966574,1,0.1905439758450241,1.1821168266837327
Well_5,172.8133704735376,2,0.25801232834679094,14.22900133670264
Well_5,173.48189415041782,1,0.19911406854083655,2.216845646824484
Well_5,174.15041782729804,1,0.20413027942593193,1.5868983447802114
Well_5,174.81894150417827,1,0.2070674130895503,1.7937176786382227
Well_5,175.4874651810585,1,0.20517401460924473,1.498447128668501
Well_5,176.15598885793872,1,0.16485155777145458,0.6900253648407959
Well_5,176.82451253481895,1,0.21508882038039115,1.9155578413358125
Well_5,177.49303621169918,1,0.20096005806934752,1.7521277930350387
Well_5,178.1615598885794,1,0.21227081818718277,2.0776133803760866
Well_5,178.8300835654596,1,0.20786827637197672,1.72367884865845
Well_5,179.49860724233983,1,0.19988605935670944,2.0400345862080416
Well_5,180.16713091922006,1,0.18881414167949087,1.1188813294548854
Well_5,180.83565459610028,1,0.19402876240525502,1.2101958799097536
Well_5,181.5041782729805,1,0.17486179336557853,0.8881395952691084
Well_5,182.1727019498607,1,0.1778961130488586,1.0921390693877315
Well_5,182.84122562674094,1,0.19194472082498026,2.1860363200462425
Well_5,183.50974930362116,1,0.17166576791862193,0.4051443366727266
Well_5,184.1782729805014,1,0.146787947495069,0.2964484773883978
Well_5,184.84679665738162,1,0.14963346253190057,0.965276821623915
Well_5,185.51532033426184,1,0.1597829080089659,0.8810749243230225
Well_5,186.18384401114207,1,0.163801778520788,0.5517745765321573
Well_5,186.8523676880223,2,0.216389584764624,7.714798227995145
Well_5,187.52089136490252,2,0.2194287059169131,4.378492184727401
Well_5,188.18941504178275,2,0.19923372626786548,3.1883332778477858
Well_5,188.85793871866295,2,0.21060099685034367,4.569713072599509
Well_5,189.52646239554318,2,0.22741436342601348,8.623240250822139
Well_5,190.1949860724234,2,0.2177089826880395,4.620909481013207
Well_5,190.8635097493036,2,0.21856055303393765,4.552101642913059
Well_5,191.53203342618383,2,0.2177202931420745,3.279026239605294
Well_5,192.20055710306406,2,0.2290742520918239,8.396608764152859
Well_5,192.86908077994428,3,0.27239377561216316,47.04271679320799
Well_5,193.5376044568245,2,0.24320960628642777,5.435074909893321
Well_5,194.20612813370474,2,0.2169282231373076,2.6675672944053197
Well_5,194.87465181058496,2,0.24687976152160365,6.484745783399928
Well_5,195.5431754874652,2,0.25112676100242276,11.073102254288091
Well_5,196.21169916434542,2,0.2405403085223499,6.117174000808281
