Well,Depth_m,DT,GR,NPHI,RHOB,LogRT,RT_ohm_m
Well_5,120.0,74.58665906220223,105.20897671286663,0.1778184839982476,2.4270415822816984,1.4341272948250001,27.172355933545443
Well_5,120.66852367688023,71.86125563988286,88.04152611808199,0.16154116508096067,2.4531976961155015,1.2539159801660977,17.943864461935636
Well_5,121.33704735376044,76.40855832327699,95.60616349700508,0.16642396567868945,2.4647162207240654,1.4497739860150372,28.169165800634357
Well_5,122.00557103064067,75.2169071831149,92.27348802801909,0.1779677666676533,2.446853120757547,1.2983717187130264,19.877955714406912
Well_5,122.6740947075209,74.25274822849354,106.12696721798419,0.19118558142951006,2.442522692511919,1.445017321699231,27.862322944150442
Well_5,123.34261838440112,75.00516332563579,99.85881141422776,0.16221456939733672,2.4479339098088033,1.3245740823963281,21.11417332816716
Well_5,124.01114206128133,79.6426928008595,89.18326084108948,0.17293463052915634,2.42896943479179,1.4485973407232133,28.092949643730364
Well_5,124.67966573816156,74.86813383515626,102.726809851231,0.15851007655738214,2.4762991702303006,1.446603044270883,27.96424151403613
Well_5,125.34818941504179,73.78315413080524,95.46424743546635,0.17891843161141244,2.465698176729401,1.4027666288837148,25.279392259382448
Well_5,126.016713091922,71.79969667874003,99.45424165902033,0.11267618266787538,2.492041462079555,1.3862242842013552,24.334604049968483
Well_5,126.68523676880223,69.73128949700295,98.25141592720465,0.17257571202516597,2.466437373951922,1.5721943006541388,37.34171849590242
Well_5,127.35376044568245,70.75958847878195,91.64993920446969,0.1480265414182174,2.479925022668189,1.4550371940537201,28.512624462166276
Well_5,128.02228412256267,74.16482502794773,102.20262534935178,0.13225173627521664,2.5136429161023144,1.4994771673374199,31.584729900303397
Well_5,128.6908077994429,68.4975670679713,102.77695514308974,0.13071411523609144,2.4996151654240863,1.6916692116473784,49.16649074395156
Well_5,129.35933147632312,69.40803027072246,93.27773705209715,0.13208643582031587,2.496846288775423,1.4684990600343413,29.41027328325234
Well_5,130.02785515320335,66.68093059969262,85.54286694781378,0.11518205087039404,2.5128941100686317,1.702477227255581,50.40541877326575
Well_5,130.69637883008357,67.44483985117387,93.0842247510187,0.12891935087300072,2.49203055490929,1.631149419798625,42.77100152411325
